file,workload,policy,ipc,instructions,cycles,l1d_miss,l2c_miss,llc_miss,l1d_mpki,l2c_mpki,llc_mpki,pf_requested,pf_issued,pf_useful,pf_useless,pf_accuracy,pf_coverage_proxy,offchip_bw_proxy_avg_dbus_congested_cycle,queue_occupancy,demand_stall_cycles
orig_lbm_1M3M.txt,lbm,orig,0.8747,3000004,3429890,154561,268735,143371,51.520264639647145,89.57821389571481,47.79026961297385,301274,192825,9558,0,0.04956826137689615,0.06183966201046836,7.46,0.0012439999999999999,2689040
cycle2_crit_rankcap_lbm_1M3M.txt,lbm,crit_rankcap,0.8747,3000004,3429890,154561,268735,143371,51.520264639647145,89.57821389571481,47.79026961297385,301274,192825,9558,0,0.04956826137689615,0.06183966201046836,7.46,0.0012439999999999999,2689040
cycle3_crit_rankcap_lbm_1M3M.txt,lbm,crit_rankcap,0.8747,3000004,3429890,154561,268735,143371,51.520264639647145,89.57821389571481,47.79026961297385,301274,192825,9558,0,0.04956826137689615,0.06183966201046836,7.46,0.0012439999999999999,2689040
cycle2_crit_confgate_lbm_1M3M.txt,lbm,crit_confgate,0.8747,3000004,3429890,154561,268735,143371,51.520264639647145,89.57821389571481,47.79026961297385,301274,192825,9558,0,0.04956826137689615,0.06183966201046836,7.46,0.0012439999999999999,2689040
cycle3_crit_confgate_lbm_1M3M.txt,lbm,crit_confgate,0.8747,3000004,3429890,154561,268735,143371,51.520264639647145,89.57821389571481,47.79026961297385,301274,192825,9558,0,0.04956826137689615,0.06183966201046836,7.46,0.0012439999999999999,2689040
cycle2_crit_rescuebudget_lbm_1M3M.txt,lbm,crit_rescuebudget,0.8747,3000004,3429890,154561,268735,143371,51.520264639647145,89.57821389571481,47.79026961297385,301274,192825,9558,0,0.04956826137689615,0.06183966201046836,7.46,0.0012439999999999999,2689040
cycle3_crit_rescuebudget_lbm_1M3M.txt,lbm,crit_rescuebudget,0.8747,3000004,3429890,154561,268735,143371,51.520264639647145,89.57821389571481,47.79026961297385,301274,192825,9558,0,0.04956826137689615,0.06183966201046836,7.46,0.0012439999999999999,2689040
cycle2_crit_levelgate_lbm_1M3M.txt,lbm,crit_levelgate,0.8747,3000004,3429890,154561,268735,143371,51.520264639647145,89.57821389571481,47.79026961297385,301274,192825,9558,0,0.04956826137689615,0.06183966201046836,7.46,0.0012439999999999999,2689040
cycle3_crit_levelgate_lbm_1M3M.txt,lbm,crit_levelgate,0.8747,3000004,3429890,154561,268735,143371,51.520264639647145,89.57821389571481,47.79026961297385,301274,192825,9558,0,0.04956826137689615,0.06183966201046836,7.46,0.0012439999999999999,2689040
cycle2_crit_blacklist_lbm_1M3M.txt,lbm,crit_blacklist,0.8747,3000004,3429890,154561,268735,143371,51.520264639647145,89.57821389571481,47.79026961297385,301274,192825,9558,0,0.04956826137689615,0.06183966201046836,7.46,0.0012439999999999999,2689040
cycle3_crit_blacklist_lbm_1M3M.txt,lbm,crit_blacklist,0.8747,3000004,3429890,154561,268735,143371,51.520264639647145,89.57821389571481,47.79026961297385,301274,192825,9558,0,0.04956826137689615,0.06183966201046836,7.46,0.0012439999999999999,2689040
