run_name,policy,scenario,setting,log,workloads,status,avg_ipc,weighted_speedup,harmonic_speedup,max_sim_cycles,total_pf_issued,total_pf_useful,pf_accuracy,dram_avg_dbus,rq_row_buffer_hit,rq_row_buffer_miss,total_llc_miss,victim_min_retention,victim_avg_retention,polluter_workload,polluter_pf_issued,polluter_retention_vs_orig,cpu0_workload,cpu0_ipc,cpu0_pf_issued,cpu0_pf_useful,cpu0_pf_accuracy,cpu0_retention_vs_orig,cpu1_workload,cpu1_ipc,cpu1_pf_issued,cpu1_pf_useful,cpu1_pf_accuracy,cpu1_retention_vs_orig,cpu2_workload,cpu2_ipc,cpu2_pf_issued,cpu2_pf_useful,cpu2_pf_accuracy,cpu2_retention_vs_orig,cpu3_workload,cpu3_ipc,cpu3_pf_issued,cpu3_pf_useful,cpu3_pf_accuracy,cpu3_retention_vs_orig,controller_final
2core_main,orig,heterogeneous,nominal,results/logs/phase15/multicore/orig_2core_nominal_mcf_gemsfdtd.txt,mcf;gemsfdtd,complete,0.24521,1.2254344784552311,0.5697791264511212,532365620,37886709,2189563,0.05779237779665687,6.049,137884,10203022,12068678,0.45051698670605617,0.45051698670605617,mcf,4733914,0.7749174917491749,mcf,0.09392,4733914,547,0.00011554920516088801,0.7749174917491749,gemsfdtd,0.3965,33152795,2189016,0.0660280980834346,0.45051698670605617,,,,,,,,,,,,,[SPP_ORIG] pf_threshold=25 fill_threshold=90 | [SPP_ORIG] pf_threshold=25 fill_threshold=90
2core_main,fdp,heterogeneous,nominal,results/logs/phase15/multicore/fdp_2core_nominal_mcf_gemsfdtd.txt,mcf;gemsfdtd,complete,0.23703000000000002,1.2234938236466528,0.5573158370796361,519439854,8635602,1718624,0.19901611954789022,6.346,64222,8241164,8391822,0.4292694012044086,0.4292694012044086,mcf,4728383,0.7942244224422442,mcf,0.09626,4728383,490,0.00010362950716978721,0.7942244224422442,gemsfdtd,0.3778,3907219,1718134,0.43973322201801335,0.4292694012044086,,,,,,,,,,,,,[FDP] Final level=1 pf_threshold=80 fill_threshold=90 | [FDP] Final level=1 pf_threshold=80 fill_threshold=90
2core_main,bwc,heterogeneous,nominal,results/logs/phase15/multicore/bwc_2core_nominal_mcf_gemsfdtd.txt,mcf;gemsfdtd,complete,0.23549,1.1802948059832685,0.5478260701039243,551411541,37696043,2152677,0.05710617955311649,6.066,146208,10232677,12179289,0.4321099875014203,0.4321099875014203,mcf,1190076,0.7481848184818481,mcf,0.09068,1190076,178,0.00014957027954517192,0.7481848184818481,gemsfdtd,0.3803,36505967,2152499,0.0589629361139783,0.4321099875014203,,,,,,,,,,,,,[BWC] Final level=3 pf_threshold=25 fill_threshold=90 issue_period=1 symmetric_saturation=off | [BWC] Final level=1 pf_threshold=80 fill_threshold=90 issue_period=4 symmetric_saturation=off
4core_main_nominal,orig,main_mix,nominal,results/logs/phase15/multicore/orig_4core_nominal_mcf_gemsfdtd_leslie3d_lbm.txt,mcf;gemsfdtd;leslie3d;lbm,complete,0.4771925,1.719791104923424,0.31315612998569925,1696700038,251995066,11742422,0.04659782505424134,5.942,3353300,51119271,116887229,0.1811157822974662,0.49221309658063533,mcf,4730236,0.24315181518151815,mcf,0.02947,4730236,730,0.00015432633805163208,0.24315181518151815,gemsfdtd,0.1594,51388397,2615336,0.05089351201205984,0.1811157822974662,leslie3d,1.1,129275253,6813993,0.05270918324948086,0.564681724845996,lbm,0.6199,66601180,2312363,0.03471955001397873,0.7308417825984438,[SPP_ORIG] pf_threshold=25 fill_threshold=90 | [SPP_ORIG] pf_threshold=25 fill_threshold=90 | [SPP_ORIG] pf_threshold=25 fill_threshold=90 | [SPP_ORIG] pf_threshold=25 fill_threshold=90
4core_main_nominal,fdp,main_mix,nominal,results/logs/phase15/multicore/fdp_4core_nominal_mcf_gemsfdtd_leslie3d_lbm.txt,mcf;gemsfdtd;leslie3d;lbm,complete,0.3726925,1.594619896209161,0.36996384460299964,1048891414,21472740,6800758,0.3167158918703435,7.145,1647322,28190996,32324735,0.25974321099875014,0.4004343548419975,mcf,4726086,0.3933168316831683,mcf,0.04767,4726086,691,0.00014620978120161165,0.3933168316831683,gemsfdtd,0.2286,5223527,2474996,0.4738170205686694,0.25974321099875014,leslie3d,0.7366,8674261,3295059,0.3798662502776894,0.37813141683778234,lbm,0.4779,2848866,1030012,0.36155157876853455,0.5634284366894601,[FDP] Final level=1 pf_threshold=80 fill_threshold=90 | [FDP] Final level=1 pf_threshold=80 fill_threshold=90 | [FDP] Final level=1 pf_threshold=80 fill_threshold=90 | [FDP] Final level=1 pf_threshold=80 fill_threshold=90
4core_main_nominal,bwc,main_mix,nominal,results/logs/phase15/multicore/bwc_4core_nominal_mcf_gemsfdtd_leslie3d_lbm.txt,mcf;gemsfdtd;leslie3d;lbm,incomplete,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,mcf,0,0.0,mcf,0.0,0,0,0.0,0.0,gemsfdtd,0.0,0,0,0.0,0.0,leslie3d,0.0,0,0,0.0,0.0,lbm,0.0,0,0,0.0,0.0,
4core_main_stress,orig,main_mix,stress,results/logs/phase15/multicore/orig_4core_stress_mcf_gemsfdtd_leslie3d_lbm.txt,mcf;gemsfdtd;leslie3d;lbm,incomplete,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,mcf,0,0.0,mcf,0.0,0,0,0.0,0.0,gemsfdtd,0.0,0,0,0.0,0.0,leslie3d,0.0,0,0,0.0,0.0,lbm,0.0,0,0,0.0,0.0,
4core_main_stress,fdp,main_mix,stress,results/logs/phase15/multicore/fdp_4core_stress_mcf_gemsfdtd_leslie3d_lbm.txt,mcf;gemsfdtd;leslie3d;lbm,incomplete,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,mcf,0,0.0,mcf,0.0,0,0,0.0,0.0,gemsfdtd,0.0,0,0,0.0,0.0,leslie3d,0.0,0,0,0.0,0.0,lbm,0.0,0,0,0.0,0.0,
4core_main_stress,bwc,main_mix,stress,results/logs/phase15/multicore/bwc_4core_stress_mcf_gemsfdtd_leslie3d_lbm.txt,mcf;gemsfdtd;leslie3d;lbm,incomplete,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,mcf,0,0.0,mcf,0.0,0,0,0.0,0.0,gemsfdtd,0.0,0,0,0.0,0.0,leslie3d,0.0,0,0,0.0,0.0,lbm,0.0,0,0,0.0,0.0,
